"","NAME","Longtitude","Latitude"
"1","MOUNT SINAI PLAIN PG",103.781178037401,1.31567328963979
"2","HOLLAND GROVE VIEW FC",103.782747099193,1.31250640642064
"3","HOLLAND GREEN PG",103.782603356751,1.32677496155653
"4","Phoenix Park",103.757225845259,1.37588130416523
"5","CHENG SOON GARDEN PG",103.771648807691,1.33583720306672
"6","BEDOK TOWN PK",103.922348726955,1.33439933344017
"7","CHOA CHU KANG PK",103.747387860219,1.38707204895255
"8","TELOK KURAU PK",103.914298418245,1.31536880010436
"9","JLN KAYU PK",103.872881290003,1.39810286824087
"10","PUNGGOL WATERWAY PK",103.904815052512,1.41099721421191
"11","JUBILEE PARK (FCP)",103.844845927482,1.2933742088115
"12","THE FOOTHILLS FORT CANNING PK",103.845768501798,1.29210921779012
"13","SUNBIRD CIRCLE PG",103.958286156803,1.33909488227084
"14","PAYA LEBAR CRESCENT OS",103.88357604593,1.34901271239325
"15","LILAC DR PG",103.860942077244,1.3811554706538
"16","MIMOSA WALK PG",103.861450908738,1.38308333555267
"17","DEDAP PLACE PG",103.868428760227,1.38778760609776
"18","Hoover Park (Lor Pisang Hijau Playground)",103.773042970352,1.34386130431723
"19","Jalan Sembilang Park",103.834025473135,1.35656298235026
"20","CHANGI POINT PROMENADE",103.989272696564,1.39014061911013
"21","CHANGI PT FERRY TERMINAL",103.987334723134,1.391188924825
"22","CHANGI WEST BOARDWALK (CHANGI BC)",103.975933448034,1.39021472270658
"23","COLCHESTER GROVE INTERIM OS",103.866719590265,1.35646416593689
"24","BIDADARI PK",103.874388081211,1.34067996248694
"25","LEGUNDI PK",103.822086495407,1.44115853910526
"26","JLN DAUD PK",103.907102991606,1.32585120900968
"27","JLN EUNOS INTERIM PK",103.906009319107,1.32493000133786
"28","JLN AWANG INTERIM PK",103.905867893228,1.32388266801012
"29","JLN YASIN INTERIM PK",103.905527237889,1.32137816152362
"30","LORONG SARINA INTERIM PK",103.906103108271,1.32014742741109
"31","Pavilion Playground II",103.753313775683,1.36825024123527
"32","ST MICHAEL's FC",103.865113600283,1.32648095411485
"33","SENNETT AVE LINEAR PK",103.935963688186,1.31758111511481
"34","HOLLAND VILLAGE PK",103.795633288213,1.31167277684857
"35","PUNGGOL PK",103.898594689611,1.37716462833207
"36","ARMENIAN STREET (FCP)",103.849494715506,1.29446415452401
"37","UPPER PAYA LEBAR INTERIM PARK",103.882458075402,1.34358316283751
"38","Nim Meadow Park",103.863338083786,1.3786385066473
"39","MAPLE LANE PARK",103.792655607815,1.33022118452623
"40","OLD UPPER ALJUNIED ROAD",103.873733225197,1.33939981957729
"41","CONNAUGHT DRIVE",103.853279933079,1.28985500957277
"42","MARIAM WALK PG",103.968550249115,1.35953985336816
"43","MERA TERRACE PG",103.963519897988,1.34739839623276
"44","JLN PARI DEDAP PG",103.943909675508,1.33299843079892
"45","HARVEY CRESCENT PG",103.955218546105,1.34065465867359
"46","MARIAM WAY PG",103.966189565513,1.36196440588836
"47","CHANGI EAST BOARDWALK (CHANGI FERRY TER)",103.983867163341,1.39223189629784
"48","CHANGI POINT WATERFRONT PK",103.988284263432,1.3903870487484
"49","BEDOK RESERVOIR PK",103.922534729838,1.33910391657726
"50","SIGLAP LINEAR PK (UPP EC RD-M PARADE)",103.92841977901,1.31125417405794
"51","TANJONG KATONG RD SOUTH PG",103.897292790182,1.30025471001888
"52","JLN BULOH PERINDU PG",103.919387916185,1.30848572195719
"53","CARPMAEL PARK",103.898951822917,1.31150262953927
"54","HAIG WALK (GEYLANG RD-DUNMAN RD)",103.90074024073,1.30651932385532
"55","JLN ISMAIL PK",103.905837636182,1.32319934600476
"56","SUN PLAZA PK",103.943716649997,1.35888549034426
"57","SG API API PK",103.94607952566,1.37890007465027
"58","SERENADE WALK PG",103.834644035714,1.37976415066039
"59","SHANGRI-LA PLAYGROUND",103.832413398977,1.37109737777993
"60","SUNRISE CLOSE PG",103.857483446148,1.38703299885772
"61","MEI HWAN CRESCENT PG",103.8617373357,1.3528077277609
"62","TAI HWAN TERRACE PG",103.860338988341,1.35634881299661
"63","Binchang Rise Park",103.843615268264,1.34869917647272
"64","THOMSON PK",103.834358485025,1.35428729844982
"65","Clover Way Park",103.84636666747,1.3501869294963
"66","Faber Island Gardens Park",103.828414676589,1.36202222987402
"67","Clover Crescent Park",103.844603720227,1.35102538455995
"68","CGS2018_Stagmont Park",103.748605752476,1.39389273027486
"69","Woodsville PC",103.867018251704,1.32828866828146
"70","Coney Island Park",103.922617218224,1.40883093195307
"71","AROOZOO AVE PG",103.88595589286,1.35519703586575
"72","NERAM CRESCENT PG",103.865744146347,1.38558858406905
"73","TAMARIND RD PG",103.860194445309,1.38969414748152
"74","NIM CRESCENT OS",103.866842530414,1.38306853935489
"75","JLN NAUNG PG",103.892819330091,1.36953201801616
"76","STRATTON WALK PG",103.86693671452,1.37916244681511
"77","ST ANNE'S WOOD PG",103.903753336582,1.39162917952792
"78","BUTTERFLY AVE PG",103.877352798657,1.33447050133102
"79","OASIS@MULBERRY PK",103.87843225427,1.33279830758545
"80","GREENWAY SOUTH",103.87184601752,1.33488459872621
"81","FERNVALE PARK",103.874876241188,1.39750747729683
"82","Lower Seletar Reservoir Park",103.831224422562,1.40965147615992
"83","SPRINGLEAF AVE PG",103.822458537855,1.40087926999974
"84","SPRINGSIDE PK",103.820935045449,1.40574678642745
"85","YISHUN POND PK",103.84006184513,1.42782773120488
"86","CHESTNUT DR PG",103.768830804873,1.36762426874022
"87","ADMIRALTY PK",103.779119377907,1.44948858238504
"88","Hampstead Wetlands Park",103.869267920571,1.40935306193344
"89","MACPHERSON LINEAR PK",103.881925548504,1.33291939026056
"90","HENDERSON PC",103.823155778622,1.28997966300772
"91","ST MICHAEL'S PG",103.864862634313,1.32621705746139
"92","CEYLON ROAD INTERIM PARK",103.899503479715,1.30972745125474
"93","LORONG ONG LYE PARK",103.878881415994,1.34789119033897
"94","JALAN ISHAK PARK",103.907160572134,1.32440530219531
"95","Sea Breeze Avenue Park",103.952189093207,1.33865855209739
"96","Sea Breeze Garden Park",103.9504289049,1.33786969578028
"97","ANG MO KIO LINEAR PK (PLOT 2)",103.87176513552,1.37933494674335
"98","ANG MO KIO LINEAR PK (PLOT 3)",103.868713627352,1.37919218261942
"99","BROOK'S PARK",103.823021707109,1.40559191616395
"100","Jalan Remaja Interim Park",103.760786974736,1.35754670305893
"101","JLG: CG MRT TOL Linkway",103.732000758616,1.34109672531541
"102","SBG LC Zone 1 (TNC)",103.815878832504,1.31004260004284
"103","SBG LC Zone 2 (CC/BTC)",103.816958007339,1.31638301311805
"104","SBG LC Zone 3 (NOG/PV)",103.814234105262,1.31309113524989
"105","SBG LC Arbo/PRC/PRU ",103.817868143771,1.32196018499904
"106","EMPRESS PLACE",103.851956934669,1.28682390886922
"107","PEARL'S HILL CITY PK",103.838651770193,1.28451929542363
"108","RAFFLES PLACE PK",103.851639236462,1.28437016945537
"109","HONG LIM PK",103.846577618877,1.28663926414093
"110","MALCOLM PK",103.82761841344,1.3230626337692
"111","GOLDHILL AVE PG",103.833147095741,1.32109624055101
"112","NOVENA PK",103.84281853383,1.32229202842354
"113","PENANG RD OS",103.841499921807,1.3001268498788
"114","SIXTH AVE PG",103.791280563701,1.32243592892489
"115","SUNSET WAY PG",103.766329320488,1.32662448184619
"116","CLEMENTI CRESCENT PG",103.773166435597,1.32364450666568
"117","HOLLAND GROVE VIEW PG",103.781241207956,1.31295185161925
"118","Chu Yen Playground",103.758970401273,1.35864048616642
"119","ENG KONG GARDEN PG",103.769107734268,1.33698149801349
"120","ENG KONG PLACE FC",103.767247827369,1.33473971734991
"121","GREENRIDGE CRESCENT PG",103.76574796347,1.33427899696977
"122","Jalan Dermawan Playground",103.758616039134,1.36063686683549
"123","Hillview Crescent Playground",103.761024856559,1.35536060550987
"124","Pavilion Park Playground",103.751977291494,1.37228567335133
"125","HOLLAND GREEN LINEAR PARK",103.783032735871,1.32755124952426
"126","Lakeside Grove Playground",103.718611913632,1.3400816672705
"127","Westville Playground",103.69954547707,1.35359555180396
"128","Jalan Mas Kuning Playground",103.76359373635,1.30783711720711
"129","Jalan Mas Puteh Playground",103.762012897605,1.30897047396926
"130","Pandan Reservoir Fitness Corner",103.74868248252,1.31755869499719
"131","Faber Hills Playground",103.757980290673,1.31978042966391
"132","Pasir Panjang Park",103.786069189222,1.27781274511607
"133","Kent Ridge Park",103.78936317813,1.28502800074395
"134","one-north Park",103.790773072532,1.30305352685859
"135","Mount Faber Park",103.820204869387,1.27041399290641
"136","Telok Blangah Hill Park",103.8105450682,1.27884536372698
"137","KIM PONG PARK",103.829747419521,1.28360219466202
"138","Tampines Boulevard Park",103.940732124193,1.36374223458621
"139","Bukit Chermin Boardwalk",103.808197847925,1.26504624969726
"140","THE INGLEWOOD PG",103.830173517674,1.3610138946269
"141","CARMICHAEL RD PG",103.863099539823,1.34267251565255
"142","THRIFT DR OS",103.883226629689,1.34386618148768
"143","TAI KENG PLACE PG",103.884775615586,1.34497311614921
"144","JLN KELICHAP PG",103.881826475965,1.34679111071329
"145","JLN SELASEH PG",103.873381080977,1.38560532117932
"146","MIMOSA RD PG",103.862870863669,1.38427217620026
"147","MUGLISTON PK PG",103.877892691181,1.38542112880578
"148","BEGONIA RD PG",103.863380122788,1.38786507062348
"149","PARRY RD PG",103.877540932022,1.36594507217532
"150","POH HUAT RD PG",103.881592951489,1.36692265551718
"151","SELETAR TERRACE PG",103.868775098318,1.38146741781328
"152","PK VILLAS TERRACE PG",103.879761934747,1.36897692030909
"153","DEW GARDEN",103.871080311083,1.39921803027122
"154","RICHARDS AVE PK",103.882131154611,1.36089292600794
"155","CHEMPAKA AVE PG",103.875615566725,1.33187408487063
"156","MAYFAIR PK",103.78087089117,1.34149736439122
"157","LENTOR STREET PG",103.834289425683,1.3900967809967
"158","FUDU WALK PG",103.837217662629,1.3898463396527
"159","LENTOR GREEN PG",103.837040675167,1.38524745922283
"160","LENTOR GROVE PG",103.838335886991,1.38638462874267
"161","LENTOR RD PG",103.837574108661,1.38831116011128
"162","LENTOR VALE PG",103.836141440016,1.38799416544398
"163","BANYAN VILLAS PG",103.83882560153,1.38724957780557
"164","PLATINA RD PG",103.826112602194,1.42756202399086
"165","GOODLINK PK PG",103.825339509096,1.42729703286619
"166","SPRINGLEAF GARDEN PG",103.822330946115,1.39804639877399
"167","CASHEW RD PG",103.764689757876,1.37066290000055
"168","CASHEW LINK PG",103.768925013587,1.37135888827481
"169","JLN RASOK PK",103.759033646748,1.416585501106
"170","ALMOND CRESCENT PG",103.772118872818,1.37325143424427
"171","HAZEL PK OS",103.763649492267,1.37159824309761
"172","VILLA VERDE PK",103.75225379358,1.38938232900186
"173","WATERBOAT HOUSE GARDEN",103.853466099103,1.28732822361965
"174","TELOK AYER GREEN",103.847635431537,1.28143242005361
"175","ANN SIANG HILL PK",103.846275795854,1.28079265517134
"176","TOA PAYOH TOWN PK",103.847914458313,1.33055190352116
"177","KALLANG RIVERSIDE PK",103.868325680577,1.3072299898419
"178","THOMSON RD PG",103.843851629186,1.31615285424867
"179","KAMPONG GLAM PK",103.862996070148,1.30244543543099
"180","ROWELL RD OS",103.854840830541,1.3084382679101
"181","BENG WAN RD PG",103.865838056332,1.32380918068055
"182","GENTLE DR PG",103.840690221041,1.32036819435407
"183","ORCHARD FOUNTAIN CORNER",103.837608040821,1.30159861375044
"184","UNIVERSITY RD PK",103.817664340881,1.32544846085274
"185","GREENWOOD CRESCENT PG",103.805461104841,1.33551926976371
"186","ORCHID VILLAGE PG",103.801777729411,1.33572653783313
"187","SHELFORD RD PG",103.810486819054,1.32835404473833
"188","WATTEN HEIGHTS PG",103.80898650478,1.33170272838375
"189","NAMLY PK",103.796581632485,1.32329525569375
"190","KING'S DR PG",103.806063124293,1.31909406830988
"191","SUNSET WAY PK",103.764796338987,1.32770323365171
"192","SUNSET HEIGHTS OS",103.768887152179,1.32794372251231
"193","HUA GUAN CRESCENT PG",103.785040450291,1.33699253780092
"194","GREENLEAF VIEW PK PG",103.788075117724,1.32229320690817
"195","GROVE LANE PG",103.784155201582,1.31367886712564
"196","JLN KEBAYA PG",103.780249286632,1.31411312845736
"197","ANG MO KIO TOWN GARDEN EAST",103.85047703825,1.37069218633479
"198","SENGKANG RIVERSIDE PK",103.884236161767,1.39950315482987
"199","BEDOK RIA CRESCENT PG",103.953078500936,1.32742201969012
"200","TAVISTOCK AVE PK",103.865482337558,1.37019857459342
"201","SURIN AVE NEIGHBOURHOOD PK",103.884110116423,1.35554677951821
"202","YISHUN NEIGHBOURHOOD PK",103.835167452825,1.43774180500802
"203","EAST COAST PARK AREA G",103.957841983501,1.31344608581828
"204","EAST COAST PARK AREA E",103.933598442333,1.30671937624735
"205","KATONG PK",103.886356047093,1.29718468487592
"206","EAST COAST PARK AREA B",103.899696568042,1.29665780394114
"207","EAST COAST PARK AREA H",103.969106192373,1.31600677575476
"208","EAST COAST PARK AREA D",103.924754668869,1.30432259967564
"209","EAST COAST PARK AREA C",103.907844142513,1.2992780321407
"210","EAST COAST PARK AREA F",103.943139660635,1.30973557367944
"211","EAST COAST PARK AREA A",103.872537189503,1.29443776163569
"212","Bishan-Ang Mo Kio Park (River Plains)",103.847705468677,1.36111471465928
"213","REALTY PARK",103.890627909677,1.36778563120945
"214","JLG: LAKESIDE GARDEN",103.726949649966,1.3336633514923
"215","YARROW PARK",103.921502625315,1.31542692206121
"216","Windsor Nature Park",103.821027698568,1.35716589068476
"217","Chestnut Nature Park",103.779438090579,1.37687289965655
"218","Rifle Range Nature Park",103.78197054161,1.34474649594486
"219","Lower Peirce Reservoir Park",103.826594451478,1.36901577144778
"220","Zhenghua Nature Park",103.778271500035,1.36802460679228
"221","Bukit Batok Town Park",103.755726890751,1.35757852958736
"222","Bukit Batok Nature Park",103.764197119648,1.35014010702402
"223","Labrador Nature Park",103.80392982757,1.26383185135989
"224","SpringLeaf Nature Park",103.820125421365,1.4019025548689
"225","Central Catchment Nature Reserve",103.801892314389,1.3763268601254
"226","Pulau Sekudu",103.988002907962,1.40415277749666
"227","Pulau Unum",104.053771027284,1.43301131344172
"228","Beting Bronok",104.047607200333,1.43666372075559
"229","Dairy Farm Nature Park",103.773555292056,1.36263847758618
"230","Sungei Buloh Wetland Reserve",103.724520106031,1.44638024156216
"231","Kranji Coastal Nature Park",103.735763875767,1.44150401705957
"232","Kranji Reservoir Park B",103.737736451903,1.43952965820826
"233","Kranji Marshes",103.729255870451,1.41911053048845
"234","Sungei Buloh Southern Extension",103.720568907342,1.43582848194183
"235","Kranji Reservoir Park A",103.74265506039,1.43835306393678
"236","Berlayer Creek",103.803926581863,1.26895290722304
"237","Pulau Ubin and Chek Jawa",103.959624087759,1.40868148177813
"238","railway corridor rifle range connector",103.779321195708,1.34138191642122
"239","Hindhede Nature Park",103.77598362624,1.35014416413448
"240","Rail Corridor",103.754253736182,1.40537086411599
"241","CAMBRIDGE PARK",103.846845649749,1.31366098316693
"242","JLN KAYU INTERIM PK",103.872547227667,1.39877356277535
"243","KHEAM HOCK PARK",103.819412733326,1.33037109504223
"244","Labrador Nature Reserve",103.802539662916,1.26661219023455
"245","Bukit Timah Nature Reserve",103.778073152823,1.35443433023323
"246","Upper Seletar Reservoir Park",103.807356255511,1.40051649783924
"247","Upper Peirce Reservoir Park",103.812670541432,1.37220940661034
"248","Thomson Nature Park",103.821966683449,1.38272611897511
"249","HAIG WALK EXTENSION",103.89867693205,1.31068170656678
"250","ONAN ROAD GREEN SPACE",103.900719372193,1.31009704492354
"251","TRAS LINK PK",103.843790359496,1.27645644832295
"252","CASHEW RD INTERIM PK",103.767993951948,1.37241441265662
"253","VENUS GREEN",103.827269340393,1.35864237257491
"254","Faber Heights Park",103.755283497188,1.32387903938216
"255","LORONG MARICAN PARK",103.907886913725,1.32404091754458
"256","LORONG MARZUKI PARK",103.90834002503,1.32379742372064
"257","LORONG MELAYU PARK",103.909264493469,1.32399309521802
"258","DHOBY GHAUT GREEN",103.846504124738,1.29818382527735
"259","SISTERS' ISLAND MARINE PARK",103.833627414853,1.21449131608298
"260","GREEN LANE PARK",103.892298750668,1.31091206906078
"261","MAR THOMA ROAD PARK",103.862091851256,1.32743836964825
"262","HAUS LINEAR PARK",103.859721032015,1.36342660521342
"263","SIAN TUAN INTERIM PARK",103.786209769242,1.33862450398693
"264","SEMBAWANG HOT SPRING PARK",103.822607665458,1.43430995326412
"265","KOON SENG PARK",103.902834424839,1.3110480775228
"266","IRAU DRIVE PLAYGROUND",103.839848177502,1.4620941690444
"267","PAYA LEBAR ROAD PARK",103.888572341654,1.33286275091681
"268","UPPER SERANGOON PARK",103.875208682342,1.35162750892851
"269","Bukit Gombak Park",103.752439780891,1.36731012056406
"270","BOUNDARY ROAD PARK",103.87477888559,1.35403955961031
"271","PARK AT SEMBAWANG ALLEY",103.819003000183,1.44872376890156
"272","Burgundy Crescent Playground",103.761008865683,1.33973302070983
"273","Westwood Park Playground",103.701067955671,1.35174940887048
"274","Lakeside Grove Fitness Corner",103.717435804226,1.34000478323732
"275","Taman Mas Merah Playground",103.76472615545,1.30873337342779
"276","West Coast Green Playground",103.756269928811,1.31563140970124
"277","West Coast Place Playground",103.758485251525,1.31426209605178
"278","Faber Heights Open Space",103.757584813454,1.32252785868704
"279","Jambol Place Park",103.790183415551,1.27910899415806
"280","Chwee Chian Playground",103.788909478005,1.27943244001575
"281","CASHEW CRESCENT FC PG",103.769356680386,1.37217517679577
"282","WILKINSON INTERIM PK",103.88716654117,1.30170915574835
"283","JLN PELATOK OS",103.960856823947,1.34617457416051
"284","SIGLAP LINEAR PK (JLN B'WAN-UPP EC RD)",103.927408636021,1.31437984282712
"285","PARRY AVE INTERIM PK",103.881278471378,1.36407339976349
"286","KANDIS GARDEN",103.835689347821,1.45618408258558
"287","LIMAU GARDEN PG",103.950733640471,1.32246809448613
"288","COUNTRYSIDE PG",103.838590966862,1.39006521299364
"289","HENRY PK",103.783119550859,1.31626697165576
"290","NORTH BRIDGE GARDEN",103.86218353884,1.30412665883272
"291","SARACA RD PG",103.858641434514,1.38666891683869
"292","GANGES AVE OS",103.831801925247,1.29076859125132
"293","MOUNT EMILY PK",103.847639912912,1.30445083356222
"294","GREENFIELD DR PG",103.917653557429,1.31304177673379
"295","KIM SENG PK",103.834957234131,1.29284010583107
"296","HOOPER RD PG",103.843109191334,1.3123487051138
"297","NOVENA RISE PK",103.842901751754,1.324699147375
"298","FARQUHAR GARDEN (FCP)",103.848723035392,1.29570860150159
"299","DUCHESS PK",103.805482609269,1.32428339237863
"300","FUYONG INTERIM PK",103.768749164122,1.35741454315025
"301","MARSILING PARK",103.769786451115,1.43767141285325
"302","DUXTON PLAIN PK",103.841635686714,1.28160885121057
"303","JLN SENDUDOK PARK",103.827202658336,1.44380584839049
"304","Chuan Lane Park",103.858086195463,1.35175388149772
"305","HOW SUN LINEAR PARK",103.878240452645,1.34537498894909
"306","Jalan Singa Park",103.906910007447,1.33095376764733
"307","Victoria Park Playground",103.80182481605,1.32193614079232
"308","CANNING RISE (FCP)",103.847882537371,1.29641518671892
"309","GOLDEN RISE PG",103.764895076638,1.33626881980339
"310","SAVOY PK PG",103.769941884183,1.3334416248394
"311","ALJUNIED PK",103.879916508984,1.32946121901784
"312","ANG MO KIO TOWN GARDEN WEST",103.842948747181,1.37416760643538
"313","SOO CHOW WALK PG",103.832037951239,1.35368078452178
"314","TIONG BAHRU PK",103.824695370789,1.28738402126826
"315","GELENGGANG PARK",103.82982986058,1.37348773041602
"316","CHANGI BEACH PK",104.002571191104,1.38113130696929
"317","PASIR PANJANG NURSERY",103.794116049165,1.28246216714828
"318","BUNGA RAMPAI PK",103.884274522239,1.34045286881102
"319","TANAH PUTEH PK",103.931377754289,1.31587005379114
"320","TURNHOUSE PK",103.978985370728,1.38994008242875
"321","Jurong Central Park",103.707922018194,1.33811079581827
"322","LORONG TANGGAM PK",103.873799865475,1.39901619123776
"323","FORT CANNING PARK",103.847681826614,1.2925162875724
"324","Yunnan Park",103.69291672135,1.33751937879522
"325","WAR MEMORIAL PK",103.854823512941,1.29283668586647
"326","ESPLANADE PK",103.853662661174,1.28948782898217
"327","KEMUNING PK",103.826949993946,1.43929327618967
"328","LORONG 40 GEYLANG PG",103.889363517052,1.31364613048571
"329","JLN PARI BURONG PG",103.946941748361,1.33382628305687
"330","YOUTH OLYMPIC PK",103.860431956984,1.28895335557596
"331","Lorong Kemunchup Playground",103.760935297819,1.36039553711414
"332","JLN RIANG PG",103.867368435586,1.34713101817258
"333","FULTON AVE PG",103.833557588824,1.36212606679353
"334","MIMOSA TERRACE PG",103.860427116114,1.38402943174038
"335","JLN GENENG INTERIM PK",103.880903846017,1.3533332104439
"336","LENTOR WALK PG",103.838379768292,1.38860542866278
"337","FLORISSA PK PG",103.835072203421,1.38697094445864
"338","BOUGAINVILLEA PK",103.807630569153,1.32673322347077
"339","Jalan Tekukor Playground",103.766772128758,1.34615105306193
"340","Highgate Walk Playground",103.76598447237,1.34051649266749
"341","Clementi Woods Park",103.767556044786,1.29982839456502
"342","SIANG KUANG AVE INTERIM PK",103.873049624105,1.32982620739251
"343","MACRITCHIE RESERVOIR PK",103.833590422111,1.34152301286457
"344","TAI KENG GARDENS PG",103.884924857854,1.3461850467886
"345","TELOK AYER PK",103.846654778143,1.27808686932867
"346","CHESTNUT CLOSE PARK",103.773340678073,1.36895143902384
"347","WOODLANDS WATERFRONT PK",103.781617545651,1.45380370293999
"348","Jalan Senang Linear Park",103.917184248938,1.32557239453139
"349","Bishan-Ang Mo Kio Park (Pond Gardens)",103.83629822702,1.36517069612261
"350","ST. NICHOLAS VIEW PLAYGROUND",103.832814917136,1.37170601144111
"351","WOODLANDS TOWN PK EAST",103.779243738199,1.43665778618575
"352","HORTPARK",103.797934009008,1.27926286005811
"353","YISHUN PK",103.842482846587,1.42448806810745
"354","PEBBLE GARDEN",103.829490457455,1.45064134615619
"355","SEMBAWANG PK",103.836500475057,1.46136162644487
"356","TAMAN PERMATA PK",103.83482493173,1.3499062006341
"357","TANJONG PAGAR PK",103.846320994422,1.27656099848523
"358","HANDY RD OS",103.8477751085,1.29897074317145
"359","LEBAN PARK",103.829257356996,1.37252998423682
"360","LENGKONG ENAM PARK",103.91472539986,1.32742803694561
"361","CHILTERN DRIVE INTERIM PARK",103.862002447741,1.34856782233388
"362","JANGGUS GARDEN",103.836995927634,1.45752912996806
"363","JLN LIMAU MANIS PG",103.949054175983,1.32472541179196
"364","GARDEN VIEW PG",103.86566703067,1.36038352757809
"365","THOMSON GREEN PG",103.832599363978,1.37869395342781
"366","ISTANA PK",103.843876655285,1.2992753996548
"367","SOMME RD PG",103.858162147397,1.31151741326729
"368","TAMPINES ECO GREEN PK",103.948183299937,1.36377757638244
"369","PASIR RIS PK",103.95048148047,1.3812338688554
"370","West Coast Park",103.762725076206,1.29671519960425
"371","CORONATION PARK",103.796419777447,1.3219884294624
"372","LUXUS HILLS PARK",103.875032277323,1.37952623762826
"373","THONG SOON GREEN PG",103.818319004082,1.4000259334119
"374","MT BATTEN RD/OLD AIRPORT RD OS",103.883249827298,1.30581191048535
"375","TELOK KURAU LORONG N PK",103.912804863282,1.31032524205713
"376","OPERA ESTATE FOOTBALL FIELD",103.924452916818,1.32009535063619
"377","INTERIM PK AT TERANG BULAN AVE",103.921506296911,1.32161086249967
"378","TANAH MERAH PG",103.946946932252,1.3289414630879
"379","LOYANG VIEW PG",103.966400296799,1.36346752594529
"380","JLN ANGIN LAUT PG",103.956229528547,1.33715545143151
"381","EASTWOOD PK PG",103.957576741934,1.32314067643293
"382","JLN CHEMPAKA KUNING PG",103.95017493913,1.32974522939979
"383","JLN PELATOK PG",103.960268909421,1.34614579114383
"384","MERAGI RD PG",103.960282637278,1.3443834063716
"385","PESARI WALK PG",103.95398580115,1.32443352267153
"386","BEDOK TERRACE PG",103.947485514222,1.32554550423793
"387","KEW DR PG",103.951749636244,1.32075086643549
"388","LUCKY GARDENS PG",103.941457533044,1.31925467821664
"389","SENNETT AVE PG",103.936212369999,1.31701304260754
"390","JLN LIMAU KASTURI PG",103.946383278957,1.32398022872871
"391","KEW AVE PG",103.948450316706,1.32162648270225
"392","KEW CRESCENT PG",103.948539115254,1.3192876968369
"393","LIMAU VILLAS PG",103.950446082156,1.32385854867799
"394","CHANGI HEIGHTS PG",103.97211461805,1.36287588170623
"395","SENNETT AVE OS",103.939393852142,1.31880391636279
"396","JLN LIMAU KASTURI OS",103.946228623476,1.32444943012511
"397","MEYER RD PG",103.894203752217,1.29857025915483
"398","EAST COAST TERRACE PK",103.923815043439,1.3109384904891
"399","ELITE TERRACE PK",103.924303585939,1.31559380619312
"400","GEYLANG EAST PK",103.887654505594,1.3217730570619
"401","BANGSAWAN PK",103.923799943276,1.32118613560858
"402","AIDA PK",103.927918297471,1.31938621487228
"403","JLN SENANG PG",103.915627783974,1.32896697428824
"404","TAMAN KEMBANGAN PG",103.914402191097,1.32500330294184
"405","WARINGIN PK PG",103.919319754854,1.32286071589975
"406","ARTHUR PK",103.888199957166,1.30391278713203
"407","GUILLEMARD RD OS",103.892407902536,1.314540906614
"408","MARINE PARADE RD PK",103.908930978782,1.30529964128934
"409","JOO CHIAT TERRACE PK",103.901735117372,1.31438276688334
"410","PASIR RIS TOWN PK",103.952449159306,1.37151869308985
"411","ELIAS TERRACE PG",103.941114508058,1.37219528190589
"412","CHUAN GREEN PG",103.866043110374,1.36050824605874
"413","ELLINGTON SQUARE PLAYGROUND",103.834542666371,1.37202476161257
"414","MAYFLOWER CRESCENT PG",103.839545317643,1.37272402634011
"415","SUNRISE DR PG I",103.857406006761,1.38827302477824
"416","SUNRISE PLACE PG",103.85660014164,1.386942603911
"417","SUNRISE WAY PG",103.856696325149,1.38766104244257
"418","TEACHER`S ESTATE PG",103.829205961277,1.38200874500154
"419","THOMSON WALK PG",103.832492385249,1.37595673949886
"420","YIO CHU KANG GARDENS PG",103.837487877785,1.38068018239934
"421","SUNRISE TERRACE OS",103.856097349987,1.38823283160257
"422","CACTUS RD PG",103.852186884762,1.3901465702825
"423","SUNRISE DR PG II",103.855196574943,1.39029333964211
"424","CHARTWELL DR PK",103.863903274647,1.35953879403081
"425","MEI HWAN DR PG",103.863438864243,1.3534453472457
"426","CHUAN WALK PG",103.867576412331,1.35720711622891
"427","COLCHESTER GROVE OS",103.867442213878,1.35756422714973
"428","JLN PINTAU PG",103.839944840712,1.35403571169685
"429","JUPITER PLAYGROUND",103.82520262322,1.35826167609538
"430","PEMIMPIN PLACE PG",103.842757494889,1.35331546833934
